OBJECTID,poly_SourceOID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_DeleteThis,poly_FeatureAccess,poly_FeatureStatus,poly_IsVisible,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_IRWINID,poly_FORID,poly_Acres_AutoCalc,poly_SourceGlobalID,poly_Source,attr_SourceOID,attr_ABCDMisc,attr_ADSPermissionState,attr_CalculatedAcres,attr_ContainmentDateTime,attr_ControlDateTime,attr_CreatedBySystem,attr_IncidentSize,attr_DiscoveryAcres,attr_DispatchCenterID,attr_EstimatedCostToDate,attr_FinalAcres,attr_FFReportApprovedByTitle,attr_FFReportApprovedByUnit,attr_FFReportApprovedDate,attr_FireBehaviorGeneral,attr_FireBehaviorGeneral1,attr_FireBehaviorGeneral2,attr_FireBehaviorGeneral3,attr_FireCause,attr_FireCauseGeneral,attr_FireCauseSpecific,attr_FireCode,attr_FireDepartmentID,attr_FireDiscoveryDateTime,attr_FireMgmtComplexity,attr_FireOutDateTime,attr_FireStrategyConfinePercent,attr_FireStrategyFullSuppPrcnt,attr_FireStrategyMonitorPercent,attr_FireStrategyPointZonePrcnt,attr_FSJobCode,attr_FSOverrideCode,attr_GACC,attr_ICS209ReportDateTime,attr_ICS209RptForTimePeriodFrom,attr_ICS209RptForTimePeriodTo,attr_ICS209ReportStatus,attr_IncidentManagementOrg,attr_IncidentName,attr_IncidentShortDescription,attr_IncidentTypeCategory,attr_IncidentTypeKind,attr_InitialLatitude,attr_InitialLongitude,attr_InitialResponseAcres,attr_InitialResponseDateTime,attr_IrwinID,attr_IsFireCauseInvestigated,attr_IsFireCodeRequested,attr_IsFSAssisted,attr_IsMultiJurisdictional,attr_IsQuarantined,attr_IsReimbursable,attr_IsTrespass,attr_IsUnifiedCommand,attr_IsValid,attr_LocalIncidentIdentifier,attr_ModifiedBySystem,attr_PercentContained,attr_PercentPerimToBeContained,attr_POOCity,attr_POOCounty,attr_POODispatchCenterID,attr_POOFips,attr_POOJurisdictionalAgency,attr_POOJurisdictionalUnit,attr_POOJurisdictUnitParentUnit,attr_POOLandownerCategory,attr_POOLandownerKind,attr_POOLegalDescPrincipalMerid,attr_POOLegalDescQtr,attr_POOLegalDescQtrQtr,attr_POOLegalDescRange,attr_POOLegalDescSection,attr_POOLegalDescTownship,attr_POOPredictiveServiceAreaID,attr_POOProtectingAgency,attr_POOProtectingUnit,attr_POOState,attr_PredominantFuelGroup,attr_PredominantFuelModel,attr_PrimaryFuelModel,attr_SecondaryFuelModel,attr_TotalIncidentPersonnel,attr_UniqueFireIdentifier,attr_FORID,attr_WFDSSDecisionStatus,attr_EstimatedFinalCost,attr_OrganizationalAssessment,attr_StratDecisionPublishDate,attr_CreatedOnDateTime_dt,attr_ModifiedOnDateTime_dt,attr_Source,attr_IsCpxChild,attr_CpxName,attr_CpxID,attr_SourceGlobalID,GlobalID,Shape__Area,Shape__Length,attr_IncidentComplexityLevel
37056,2002,Ross Rd,Wildfire Daily Fire Perimeter,Mixed Methods,20.4,No,Public,Approved,Yes,2/19/2025 1:51:17 PM,2/19/2025 2:41:29 PM,2/13/2025 10:10:10 PM,{C99050DA-68DE-41A3-A958-A113D4D847D6},,20.4117168795135,{032FBC1E-C07F-4EBF-A1EE-7CFA56D4939D},2025 NIFS,33052215,,DEFAULT,,,1/29/2025 3:30:00 PM,iffrs,20.4,10,WIWISC,,20.4,,,,,,,,Human,Debris and open burning,Burn Barrel,SE4C,,1/29/2025 1:10:00 PM,,1/30/2025 6:28:00 PM,,,,,,,EACC,,,,,,Ross Rd,,WF,FI,43.59994,-89.20813,10,1/29/2025 1:27:00 PM,{C99050DA-68DE-41A3-A958-A113D4D847D6},,0,,,0,,,,1,FIRE123055,iffrs,,,,Columbia,WIWIC,55021,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,Tall Grass (2.5 feet),,,2025-WIWIS-FIRE123055,,No Decision,,,,1/29/2025 3:58:11 PM,2/13/2025 10:09:48 PM,IRWIN,0,,,{0E9B870F-838D-4860-95DE-E8DC55E2CF3E},bc0407f1-70ef-4692-917a-e72679510ae9,9.20770776247082E-06,0.023242954602773,
37057,2003,Kranz Road,Wildfire Daily Fire Perimeter,Mixed Methods,28.66,No,Public,Approved,Yes,2/19/2025 1:51:17 PM,2/19/2025 2:42:50 PM,2/14/2025 2:59:42 PM,{3124A990-23DD-4AA1-B7CE-1684229AE374},,28.6771877766361,{FE42BF65-4FA6-49ED-9DA1-B0A167F0EE6A},2025 NIFS,33052251,,DEFAULT,,,1/29/2025 7:43:00 PM,iffrs,28.66,0.01,WIWISC,,28.66,,,,,,,,Human,Debris and open burning,Ditch/fence line burning,SE4T,,1/29/2025 4:00:00 PM,,1/30/2025 6:14:00 PM,,,,,,,EACC,,,,,,Kranz Road,,WF,FI,43.30053,-89.19733,0.01,1/29/2025 7:13:00 PM,{3124A990-23DD-4AA1-B7CE-1684229AE374},,0,,,0,,,,1,FIRE123059,iffrs,,,,Columbia,WIWIC,55021,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,Short Grass (1 foot),,,2025-WIWIS-FIRE123059,,No Decision,,,,1/29/2025 7:10:51 PM,2/14/2025 2:59:32 PM,IRWIN,0,,,{4E1BBE8D-9811-4D2D-98DF-5AC37BEA7F77},c6f61094-3fc9-4df1-88a4-e05d06370c27,1.28735296129889E-05,0.0257453073638328,
37162,27138,285,Wildfire Final Fire Perimeter,Mixed Methods,3.105959,No,Public,Approved,Yes,2/26/2025 9:22:23 PM,2/26/2025 9:22:23 PM,2/26/2025 9:22:23 PM,{6FEC5983-4A44-4E18-94F0-0F6DF92C12D2},{CEAA4167-3D7D-4EC3-B9B3-6AA604DFF3C4},3.10594773390152,,FFP,5484595,,CERTIFIED,3.1,2/13/2025 6:30:00 PM,2/13/2025 6:31:00 PM,wildcade,3.1,,COPBC,,,,,2/26/2025 9:22:16 PM,,,,,,,,SFF4,,1/29/2025 4:39:00 PM,,2/13/2025 6:32:00 PM,,,,,,1532,RMCC,,,,,,HWY 285,,WF,FI,38.332147,-106.011028,,1/29/2025 5:00:00 PM,,1,,1,,0,,0,,1,000073,wildcade,,,,Saguache,COPBC,08109,BLM,COSLD,,BLM,Federal,,,,,,,,BLM,COSLD,US-CO,Grass-Shrub,GS1,,,,2025-COSLD-000073,{CEAA4167-3D7D-4EC3-B9B3-6AA604DFF3C4},,,,,2/11/2025 4:51:57 PM,2/14/2025 10:29:20 PM,FODR,,,,{ED6FE8AC-A4F7-4C29-B17E-B9EE22E81295},9ded10b1-cd5a-4a45-a9b4-ae4ca7ff4c2b,1.29512818602961E-06,0.0106155979941171,
37063,2013,Sydo,Wildfire Daily Fire Perimeter,Mixed Methods,6.54,No,Public,Approved,Yes,2/19/2025 1:51:17 PM,2/19/2025 2:57:30 PM,2/7/2025 10:26:11 PM,{57EB54E7-0C3C-48B1-B443-8DB8341B084E},,6.54235945473218,{48916D4E-CBAC-4E17-906D-8A8D58EF3F61},2025 NIFS,33052236,,DEFAULT,,,1/29/2025 6:55:00 PM,iffrs,6.54,0.01,WIWISC,,6.54,,,,,,,,Human,Other causes,Structure,SE4M,,1/29/2025 5:40:00 PM,,1/30/2025 5:18:00 PM,,,,,,,EACC,,,,,,Sydo,,WF,FI,43.29161,-89.02748,0.01,1/29/2025 5:59:00 PM,{57EB54E7-0C3C-48B1-B443-8DB8341B084E},,0,,,0,,,,1,FIRE123057,iffrs,,,,Columbia,WIWIC,55021,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,Short Grass (1 foot),,,2025-WIWIS-FIRE123057,,No Decision,,,,1/29/2025 5:54:08 PM,2/7/2025 10:26:05 PM,IRWIN,0,,,{B262E799-B744-4F66-AA5B-C944F8E4F455},6db142b1-ff3a-4ee4-9e2e-953ca4816916,2.93645484816807E-06,0.0114243390557282,
36957,27041,Colen Ridge,Wildfire Final Fire Perimeter,Auto-generated for InFORM,26,No,Public,Approved,Yes,2/10/2025 8:14:29 PM,2/10/2025 8:14:29 PM,2/10/2025 8:14:28 PM,{7C579D8F-C2A8-4CD2-B504-B74F31A77EB3},{7C9213B0-FC20-4DB6-8610-CE4F5878C270},26.8721852217138,,FFP,5404589,,CERTIFIED,26.87,1/30/2025 12:15:00 AM,2/5/2025 4:30:00 PM,wildcade,26,,MOMOC,,,,,2/10/2025 8:14:22 PM,,,,,,,,SE4N,,1/29/2025 6:04:16 PM,,2/10/2025 8:13:00 PM,,,,,P9,0905,EACC,,,,,,Mallow Ridge,,WF,FI,37.838633,-91.036133,,1/29/2025 6:18:00 PM,,,,1,,0,,,,1,000031,wildcade,,,,Washington,MOMOC,29221,USFS,MOMTF,,USFS,Federal,,,,,,,,USFS,MOMTF,US-MO,Timber,TL9,,,,2025-MOMTF-000031,{7C9213B0-FC20-4DB6-8610-CE4F5878C270},,,,,1/29/2025 6:15:09 PM,2/5/2025 4:30:11 PM,FODR,,,,{8417F2D5-7DF9-429A-83CB-6DD23552352A},3dbe80c3-22dd-4346-89fd-b31d777f474b,1.11305498649017E-05,0.0169349955260624,
37347,27200,Double B,Wildfire Final Fire Perimeter,Mixed Methods,99.05,No,Public,Approved,Yes,3/6/2025 9:53:47 PM,3/6/2025 9:53:47 PM,3/6/2025 9:53:47 PM,{AA9A8ADF-054D-4C7F-B603-CEFBDB7F434D},{0F258A84-2F0D-4964-8C72-703552E4C4D7},99.1140815707565,,FFP,5499776,,CERTIFIED,99.11,,1/29/2025 8:55:00 PM,iffrs,99.05,,WIWISC,,,,,3/6/2025 9:53:40 PM,,,,,,,,SE46,,1/29/2025 6:05:00 PM,,,,,,,,,EACC,,,,,,Double B,,WF,FI,43.33047,-88.91237,,1/29/2025 6:24:00 PM,,1,,,,0,,,,1,FIRE123064,iffrs,,,,Dodge,WIWIC,55027,,,,Private,Private,,,,,,,,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-FIRE123064,{0F258A84-2F0D-4964-8C72-703552E4C4D7},,,,,1/29/2025 10:43:35 PM,2/25/2025 1:20:14 AM,FODR,,,,{76DEB821-44D1-445D-9A91-5AE9FDB9E830},3ca99fea-a85f-460a-820a-36f5ec68ad88,4.45108323674503E-05,0.0478128996926562,
37061,2009,Gravity,Wildfire Daily Fire Perimeter,Mixed Methods,8.02,No,Public,Approved,Yes,2/19/2025 1:51:17 PM,2/19/2025 2:52:36 PM,2/17/2025 6:29:45 PM,{E0726BDC-48AB-44C7-AE03-1EA103F03DB8},,8.03040506624889,{2575CF36-FB2C-48C2-9074-F018BC091BB8},2025 NIFS,33052248,,DEFAULT,,,1/29/2025 8:05:00 PM,iffrs,8.02,0.01,WIWISC,,8.02,,,,,,,,Human,Other causes,Structure,SE4Q,,1/29/2025 6:32:00 PM,,1/31/2025 10:01:00 PM,,,,,,,EACC,,,,,,Gravity,,WF,FI,43.54427,-90.43559,0.01,1/29/2025 7:26:00 PM,{E0726BDC-48AB-44C7-AE03-1EA103F03DB8},,0,,,0,,,,1,FIRE123058,iffrs,,,,Richland,WIWIC,55103,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,Short Grass (1 foot),,,2025-WIWIS-FIRE123058,,No Decision,,,,1/29/2025 7:01:45 PM,2/17/2025 6:29:29 PM,IRWIN,0,,,{54A13E25-AB9F-4A6D-9BF2-031145E8E1AD},df31cdc6-31b0-4a03-be03-b968a331f6c5,3.61937895831943E-06,0.0107189690403129,
37090,1187,Ostrander,Wildfire Daily Fire Perimeter,Mixed Methods,0.49,No,Public,Approved,Yes,1/29/2025 9:11:50 PM,2/19/2025 6:27:53 PM,2/19/2025 6:09:47 PM,{B370786D-072B-4828-8E19-CA8CA61FBF16},,0.494144737706527,{FDD844FB-C8AD-4D42-8FD1-3CCED3591163},2025 NIFS,33052283,,DEFAULT,,,1/29/2025 9:47:00 PM,iffrs,0.49,0.01,WIWISC,,0.49,,,,,,,,Human,Other causes,Structure,SE40,,1/29/2025 8:50:00 PM,,1/29/2025 10:20:00 PM,,,,,,,EACC,,,,,,Ostrander,,WF,FI,44.40046,-88.8559,0.01,1/29/2025 9:35:00 PM,{B370786D-072B-4828-8E19-CA8CA61FBF16},,0,,,0,,,,1,FIRE123062,iffrs,,,,Waupaca,WIWIC,55135,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,Short Grass (1 foot),,,2025-WIWIS-FIRE123062,,No Decision,,,,1/29/2025 9:11:35 PM,2/24/2025 9:28:48 PM,IRWIN,0,,,{587553C3-7A17-4570-9976-458193626AC3},8c1058ad-86b2-4b7a-bca0-0435d72d3637,2.25899384531658E-07,0.00266619748813911,
37331,27178,North Fork,Wildfire Final Fire Perimeter,Mixed Methods,643.7943,No,Public,Approved,Yes,3/6/2025 1:53:08 PM,3/6/2025 1:53:08 PM,3/6/2025 1:53:08 PM,{F63ADC5A-5722-4631-8BB4-26DF340FD22A},{096D8E4E-01FF-45BE-993B-30AED57ECA93},643.791997390363,,FFP,5463820,,CERTIFIED,643.8,2/9/2025 8:15:00 PM,2/16/2025 5:00:00 PM,wildcade,644,,NCNCC,,,,,3/6/2025 1:53:02 PM,,,,,,,,SE48,,1/29/2025 9:05:53 PM,,2/18/2025 6:50:00 PM,,,,,P8,0811,SACC,,,,,,NORTH FORK,,WF,FI,35.806845,-81.98792,,1/29/2025 9:15:00 PM,,,,1,,0,,,,1,250021,wildcade,,,Marion,McDowell,NCNCC,37111,USFS,NCNCF,,USFS,Federal,,,,,,,,USFS,NCNCF,US-NC,Timber,TL9,,,,2025-NCNCF-250021,{096D8E4E-01FF-45BE-993B-30AED57ECA93},,,,,1/30/2025 12:19:35 AM,2/18/2025 6:59:19 PM,FODR,,,,{CC811B78-08DC-4E22-B825-F6D24CF09436},e6c5ce7b-9c5b-4675-a281-947cb1462448,0.000259681422903668,0.0969572834900081,
37114,27127,Audrain,Wildfire Final Fire Perimeter,Auto-generated for InFORM,8,No,Public,Approved,Yes,2/25/2025 6:41:58 PM,2/25/2025 6:41:58 PM,2/25/2025 6:41:58 PM,{059D6739-C687-49CA-96F8-F2547D0422AD},{E685EAD2-3C5F-413E-84BA-052E0A352A70},14.7633124981819,,FFP,5483364,,CERTIFIED,14.77,1/29/2025 11:01:00 PM,2/16/2025 5:55:00 PM,wildcade,8,,MOMOC,,,,,2/25/2025 6:41:51 PM,,,,,Human,,,SE47,,1/29/2025 10:09:21 PM,,2/16/2025 6:00:00 PM,,,,,P9,0905,EACC,,,,,,Audrain,,WF,FI,37.528404,-92.291594,,,{059D6739-C687-49CA-96F8-F2547D0422AD},0,0,1,,0,,0,,1,000034,wildcade,,,,Laclede,MOMOC,29105,,,,Private,Private,,,,,,,EA13,USFS,MOMTF,US-MO,,,,,,2025-MOMTF-000034,{E685EAD2-3C5F-413E-84BA-052E0A352A70},No Decision,,,,1/29/2025 11:05:57 PM,2/16/2025 6:10:04 PM,FODR,0,,,{6C79BEC7-32C0-4FC4-9B6E-CADE0C26A572},4905af48-02db-4640-b678-91182eff04fe,6.08923096478975E-06,0.0122324627045162,
37080,2041,Pleasant,Wildfire Daily Fire Perimeter,Mixed Methods,0.05,No,Public,Approved,Yes,2/19/2025 3:07:56 PM,2/19/2025 6:41:50 PM,2/14/2025 3:51:04 PM,{5543E479-0F95-4FB0-9682-783641559221},,0.0541567629096037,{D3FE6918-6C0B-4012-AB04-20E1A0A24003},2025 NIFS,33052407,,DEFAULT,,,1/30/2025 5:03:00 PM,iffrs,0.05,0.01,WIWISC,,0.05,,,,,,,,Human,Debris and open burning,Hand pile/slash,SE5C,,1/30/2025 1:00:00 PM,,1/30/2025 5:46:00 PM,,,,,,,EACC,,,,,,Pleasant,,WF,FI,43.10366,-89.79557,0.01,1/30/2025 5:03:00 PM,{5543E479-0F95-4FB0-9682-783641559221},,0,,,0,,,,1,FIRE123066,iffrs,,,,Dane,WIWIC,55025,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,Short Grass (1 foot),,,2025-WIWIS-FIRE123066,,No Decision,,,,1/30/2025 4:58:41 PM,2/19/2025 3:33:06 PM,IRWIN,0,,,{EFC84466-6416-4E0F-BAD7-E5176DD4726A},5fa62f82-bf58-42ba-b7ee-cb48162fdbe9,2.42346231971169E-08,0.000607813543752199,
37107,1233,Zabel,Wildfire Daily Fire Perimeter,Mixed Methods,1.1,No,Public,Approved,Yes,1/30/2025 4:50:43 PM,2/20/2025 8:48:46 PM,2/20/2025 5:30:45 PM,{86DE8C70-2ABF-48BB-9A33-E2889B3B5D9B},,1.09652439003166,{8854AD7E-C19A-48AE-868A-3FB335E53F10},2025 NIFS,33052403,,DEFAULT,,,1/30/2025 5:36:00 PM,iffrs,1.1,0.01,WIWISC,,1.1,,,,,,,,Human,Debris and open burning,Escaped Prescribed Burn,SE5B,,1/30/2025 4:30:00 PM,,1/31/2025 5:00:00 PM,,,,,,,EACC,,,,,,Zabel,,WF,FI,44.2526,-88.98853,0.01,1/30/2025 4:57:00 PM,{86DE8C70-2ABF-48BB-9A33-E2889B3B5D9B},,0,,,0,,,,1,FIRE123065,iffrs,,,,Waupaca,WIWIC,55135,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,Tall Grass (2.5 feet),,,2025-WIWIS-FIRE123065,,No Decision,,,,1/30/2025 4:50:13 PM,2/24/2025 9:32:46 PM,IRWIN,0,,,{70C27378-BF85-4BA8-AFE8-7C6271EB7748},41b4db15-f785-41fb-8bf1-b0ce3e1e6e80,5.00008127346518E-07,0.00366430460464704,
36844,2005,Morris Valley,Wildfire Daily Fire Perimeter,Mixed Methods,2.47,No,Public,Approved,Yes,2/19/2025 1:51:17 PM,2/19/2025 2:45:10 PM,2/4/2025 2:05:28 PM,{7880F86E-AF58-4789-A1D8-7AABFD43E212},,2.47040674852159,{D081EA67-86C5-4442-8A25-101A0EA83B68},2025 NIFS,33052420,,DEFAULT,,,1/30/2025 7:58:00 PM,iffrs,2.47,0.01,WIWISC,,2.47,,,,,,,,Human,Misuse of fire by a minor,Lighter/matches,SE5F,,1/30/2025 6:15:00 PM,,1/31/2025 2:00:00 PM,,,,,,,EACC,,,,,,Morris Valley,,WF,FI,43.35892,-90.37261,0.01,1/30/2025 6:46:00 PM,{7880F86E-AF58-4789-A1D8-7AABFD43E212},,0,,,0,,,,1,FIRE123069,iffrs,,,,Richland,WIWIC,55103,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,Short Grass (1 foot),,,2025-WIWIS-FIRE123069,,No Decision,,,,1/30/2025 6:25:21 PM,2/5/2025 1:27:50 AM,IRWIN,0,,,{F374ED24-4FA8-43C4-B054-3FC48C622875},a15276ed-4615-4cfd-bd29-4091d2a48041,1.11006670522329E-06,0.00487459585307636,
37058,2006,Greenwing,Wildfire Daily Fire Perimeter,Mixed Methods,7.1,No,Public,Approved,Yes,2/19/2025 1:51:17 PM,2/19/2025 2:48:07 PM,2/17/2025 8:26:13 PM,{2D11D98F-D98D-4FF7-BB4B-75F74F5A005F},,7.1065046153889,{D52C27C2-0C4E-4568-B546-BDF6915A79F7},2025 NIFS,33052423,,DEFAULT,,,1/30/2025 7:26:00 PM,iffrs,7.1,0.01,WIWISC,,7.1,,,,,,,,Human,Debris and open burning,Open trash burning,SE5H,,1/30/2025 6:45:00 PM,,1/30/2025 7:57:00 PM,,,,,,,EACC,,,,,,Greenwing,,WF,FI,43.11888,-90.79699,0.01,1/30/2025 7:09:00 PM,{2D11D98F-D98D-4FF7-BB4B-75F74F5A005F},,0,,,0,,,,1,FIRE123071,iffrs,,,,Crawford,WIWIC,55023,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,Short Grass (1 foot),,,2025-WIWIS-FIRE123071,,No Decision,,,,1/30/2025 6:52:27 PM,2/17/2025 8:25:48 PM,IRWIN,0,,,{D120F1FE-CE8E-4986-9F7B-62F0B3EB609C},1c0507a9-10c8-4c71-a12e-e1cd04b81a17,3.18093270834652E-06,0.0118601728917249,
37074,2035,Shore,Wildfire Daily Fire Perimeter,Mixed Methods,0.2,No,Public,Approved,Yes,2/19/2025 3:07:56 PM,2/19/2025 3:10:50 PM,2/7/2025 5:51:04 PM,{5A3F11B3-71B9-4F4A-8B2E-D99CD38E63C9},,0.196929808183777,{F25004DE-184C-4D2F-8DC4-165F8CB9D871},2025 NIFS,33052424,,DEFAULT,,,1/30/2025 7:13:00 PM,iffrs,0.2,0.01,WIWISC,,0.2,,,,,,,,Human,Debris and open burning,Yard debris,SE5J,,1/30/2025 6:45:00 PM,,1/30/2025 7:40:00 PM,,,,,,,EACC,,,,,,Shore,,WF,FI,45.06292,-87.61995,0.01,1/30/2025 7:06:00 PM,{5A3F11B3-71B9-4F4A-8B2E-D99CD38E63C9},,0,,,0,,,,1,FIRE123072,iffrs,,,,Marinette,WIWIC,55075,,,,Private,Private,,,,,,,EA06,DNR,WIWIS,US-WI,,,Short Grass (1 foot),,,2025-WIWIS-FIRE123072,,No Decision,,,,1/30/2025 6:59:47 PM,2/7/2025 5:50:41 PM,IRWIN,0,,,{346283B2-B628-4494-85CF-F8C7E7F139D9},2c52277f-2179-410f-8329-2688bf9b0345,9.10499693418387E-08,0.00154826468477613,
37065,2014,Crystal Lake,Wildfire Daily Fire Perimeter,Mixed Methods,5.78,No,Public,Approved,Yes,2/19/2025 1:51:17 PM,2/20/2025 8:46:43 PM,1/31/2025 6:45:07 PM,{5F2E78FB-066E-4AC6-A17E-4A7EFE403390},,5.78866959075975,{EA9F24DC-BED9-49A0-AD3A-3AE38134FEC4},2025 NIFS,33052426,,DEFAULT,,,1/30/2025 8:12:00 PM,iffrs,5.78,0.01,WIWISC,,5.78,,,,,,,,Human,Debris and open burning,Open trash burning,SE5K,,1/30/2025 7:00:00 PM,,1/30/2025 8:30:00 PM,,,,,,,EACC,,,,,,Crystal Lake,,WF,FI,44.25859,-89.12595,0.01,1/30/2025 7:16:00 PM,{5F2E78FB-066E-4AC6-A17E-4A7EFE403390},,0,,,0,,,,1,FIRE123073,iffrs,,,,Waupaca,WIWIC,55135,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,Tall Grass (2.5 feet),,,2025-WIWIS-FIRE123073,,No Decision,,,,1/30/2025 7:06:32 PM,2/25/2025 6:45:10 PM,IRWIN,0,,,{35D0AD2F-1A82-48BD-B3FF-E91D79CF0E27},65630b86-6660-47db-bd2e-e68eb3167435,2.64000641436724E-06,0.00812740848926632,
37040,2031,More Corn,Wildfire Daily Fire Perimeter,Mixed Methods,7.36,No,Public,Approved,Yes,2/19/2025 1:51:17 PM,2/19/2025 2:06:40 PM,2/10/2025 10:11:01 PM,{B42E0E2B-94EF-4733-AB4B-34B176DB6295},,7.36052469913458,{489D3E0E-4526-456A-9ACC-151DE5DEA61A},2025 NIFS,33052432,,DEFAULT,,,1/30/2025 8:58:00 PM,iffrs,7.36,1,WIWISC,,7.36,,,,,,,,Human,Other causes,Structure,SE5M,,1/30/2025 7:30:00 PM,,1/31/2025 6:34:00 PM,,,,,,,EACC,,,,,,Highway 22,,WF,FI,44.88673,-88.10558,1,1/30/2025 7:57:00 PM,{B42E0E2B-94EF-4733-AB4B-34B176DB6295},,0,,,0,,,,1,FIRE123075,iffrs,,,,Oconto,WIWIC,55083,,,,Private,Private,,,,,,,EA06,DNR,WIWIS,US-WI,,,Short Grass (1 foot),,,2025-WIWIS-FIRE123075,,No Decision,,,,1/30/2025 7:50:53 PM,2/26/2025 7:13:24 PM,IRWIN,0,,,{935276B0-9DB6-477A-A325-A96B817640F7},7b21dbf1-a17c-4afb-9a0f-930b82585e3f,3.39310395247594E-06,0.0213183519073533,
36824,26962,Dairy,Wildfire Final Fire Perimeter,Auto-generated for InFORM,2.82,No,Public,Approved,Yes,1/31/2025 7:31:09 PM,1/31/2025 7:31:09 PM,1/31/2025 7:31:08 PM,{315EA4F6-C21B-4F01-B107-5F52B48C87CB},{18D7369D-5F64-4AF2-84F9-E04B4B663C7F},2.82433859621329,,FFP,5384999,,CERTIFIED,2.82,1/30/2025 8:10:00 PM,1/30/2025 10:30:00 PM,INFORM_Inspector,2.82,,WIWIC,,,,,1/31/2025 7:30:57 PM,,,,,,,,SE50,,1/30/2025 7:30:13 PM,,,,,,,,,EACC,,,,,,Dairy,,WF,FI,,,,,,,,0,,0,,,,1,900001,INFORM_Inspector,,,,Dodge,WIWIC,55027,,,,Private,Private,,,,,,,,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-900001,{18D7369D-5F64-4AF2-84F9-E04B4B663C7F},,,,,1/31/2025 5:31:01 PM,1/31/2025 5:31:01 PM,FODR,,,,{60114E85-A6E7-486B-8392-B9A6365A2568},c94d510b-97d6-4237-8c88-cd971b2018f6,1.27399403027084E-06,0.00485891566810202,
37046,2030,Swampside,Wildfire Daily Fire Perimeter,Mixed Methods,1.07,No,Public,Approved,Yes,2/19/2025 1:51:17 PM,2/19/2025 2:13:40 PM,2/12/2025 8:45:02 PM,{A2562FC0-268B-4967-B3B7-C9CE9FE6BC78},,1.06931806147353,{48ED424A-A6D5-4A39-B259-2220FEA97861},2025 NIFS,33052450,,DEFAULT,,,1/30/2025 9:06:00 PM,iffrs,1.07,0.01,WIWISC,,1.07,,,,,,,,Human,Debris and open burning,Escaped Prescribed Burn,SE5R,,1/30/2025 8:20:00 PM,,1/30/2025 10:02:00 PM,,,,,,,EACC,,,,,,Swampside,,WF,FI,45.04552,-91.04508,0.01,1/30/2025 8:35:00 PM,{A2562FC0-268B-4967-B3B7-C9CE9FE6BC78},,0,,,0,,,,1,FIRE123078,iffrs,,,,Chippewa,WIWIC,55017,,,,Private,Private,,,,,,,EA04,DNR,WIWIS,US-WI,,,Tall Grass (2.5 feet),,,2025-WIWIS-FIRE123078,,No Decision,,,,1/30/2025 8:46:39 PM,2/12/2025 8:44:28 PM,IRWIN,0,,,{D21AC84C-365A-4FD3-8F9E-E31DC8BE5426},73b640b1-4ed8-451e-b997-78bef21a193a,4.94306277687429E-07,0.00316279020722096,
37044,2028,Bloom,Wildfire Daily Fire Perimeter,Mixed Methods,5.84,No,Public,Approved,Yes,2/19/2025 1:51:17 PM,2/19/2025 2:19:32 PM,2/10/2025 4:30:54 PM,{15E03041-CEDA-4B05-8629-45332F7BFDA6},,5.72675427335165,{BF2137F0-2127-4575-B84B-468E7C0915B6},2025 NIFS,33052447,,DEFAULT,,,1/30/2025 9:43:00 PM,iffrs,5.84,1,WIWISC,,5.84,,,,,,,,Human,Other causes,Structure,SE5P,,1/30/2025 8:25:00 PM,,1/30/2025 11:00:00 PM,,,,,,,EACC,,,,,,Bloom,,WF,FI,44.96382,-88.42152,1,1/30/2025 8:52:00 PM,{15E03041-CEDA-4B05-8629-45332F7BFDA6},,0,,,0,,,,1,FIRE123077,iffrs,,,,Oconto,WIWIC,55083,,,,Private,Private,,,,,,,EA05,DNR,WIWIS,US-WI,,,Short Grass (1 foot),,,2025-WIWIS-FIRE123077,,No Decision,,,,1/30/2025 8:42:36 PM,2/27/2025 5:32:25 PM,IRWIN,0,,,{2EB4AB54-428C-4E60-AB4C-22FF9FEFC738},41849513-8bfe-483f-9b29-60704aaa8538,2.64220125245629E-06,0.00829984602968071,
