"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"02/23/2025","AirNow","060590007","1","0.047","ppm","44","Anaheim","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/24/2025","AirNow","060590007","1","0.042","ppm","39","Anaheim","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/25/2025","AirNow","060590007","1","0.037","ppm","34","Anaheim","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/26/2025","AirNow","060590007","1","0.039","ppm","36","Anaheim","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/27/2025","AirNow","060590007","1","0.04","ppm","37","Anaheim","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/28/2025","AirNow","060590007","1","0.038","ppm","35","Anaheim","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/01/2025","AirNow","060590007","1","0.034","ppm","31","Anaheim","21","88.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/01/2025","AirNow","060595001","1","0.025","ppm","23","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/02/2025","AirNow","060595001","1","0.027","ppm","25","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/03/2025","AirNow","060595001","1","0.026","ppm","24","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/04/2025","AirNow","060595001","1","0.039","ppm","36","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/05/2025","AirNow","060595001","1","0.037","ppm","34","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/06/2025","AirNow","060595001","1","0.029","ppm","27","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/07/2025","AirNow","060595001","1","0.04","ppm","37","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/08/2025","AirNow","060595001","1","0.035","ppm","32","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/09/2025","AirNow","060595001","1","0.034","ppm","31","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/10/2025","AirNow","060595001","1","0.042","ppm","39","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/11/2025","AirNow","060595001","1","0.041","ppm","38","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/12/2025","AirNow","060595001","1","0.042","ppm","39","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/13/2025","AirNow","060595001","1","0.037","ppm","34","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/14/2025","AirNow","060595001","1","0.034","ppm","31","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/15/2025","AirNow","060595001","1","0.037","ppm","34","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/16/2025","AirNow","060595001","1","0.031","ppm","29","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/17/2025","AirNow","060595001","1","0.042","ppm","39","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/18/2025","AirNow","060595001","1","0.042","ppm","39","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/19/2025","AirNow","060595001","1","0.042","ppm","39","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/20/2025","AirNow","060595001","1","0.044","ppm","41","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/21/2025","AirNow","060595001","1","0.039","ppm","36","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/22/2025","AirNow","060595001","1","0.029","ppm","27","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/23/2025","AirNow","060595001","1","0.038","ppm","35","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/24/2025","AirNow","060595001","1","0.038","ppm","35","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/25/2025","AirNow","060595001","1","0.043","ppm","40","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/26/2025","AirNow","060595001","1","0.036","ppm","33","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/27/2025","AirNow","060595001","1","0.035","ppm","32","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/28/2025","AirNow","060595001","1","0.034","ppm","31","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
"01/29/2025","AirNow","060595001","1","0.038","ppm","35","La Habra","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.92513","-117.95264"
